"_alternate_title","_api_name","_cover_image","_dir","_director","_episode_count","_episode_length","_finished_airing","_genres","_rating_1","_rating_2","_reponse","_show_type","_started_airing","_status","_synopsis","_title","_type","_url","_votes","_year"
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/855/large/7855.jpg?1408462648","Hajjime no Hippo","","25","25","2014-03-29","[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Sports'}]","4.3475187947948","","","TV","2013-10-06","Finished Airing","Ippo continues to defend his Japanese Featherweight title from an ever stronger pool of challengers. Meanwhile, Takamura challenges for his second WBC title in the middleweight class, and Aoki challenges for the Japanese Lightweight title.
(Source: ANN)","Hajime no Ippo: Rising","anime","https://hummingbird.me/anime/hajime-no-ippo-rising","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/001/640/large/1640.jpg?1408444546","Hakkenden","","26","26","1999-09-25","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Sci-Fi'}, {'name': 'Martial Arts'}]","3.74216680669242","","","TV","1999-04-03","Finished Airing","Based on the long cherished, classic Japanese novel Nanso Satomi Hakkenden by Bakin Kyokutei Takizawa (1767), a modified version of it was made into animation.
Taking place in the future, during this time wars were occuring in heaven, mostly for possession between the eight moons created by the savior Fuse that surrounded God's land. When the war ended, there was only one ruling family - that of the Oowaris, and the remaining son gained control of all the moons of heaven, except for one. Meiten, the moon of the pope, where people refrained from war and were therefore out of it's terms.
Eight people. Each from one of the eight moons. Each possessing one of the jewels - the elements that compose Earth. They are those who are destined to become saviors of humanity. All of them have sacrificed for these jewels, and are determined to complete their duty to Queen Fuse who entrusted these to them. When the mad emperor Kai threatens to revive a ghost who wants to prevent the restoration of Earth, these eight must battle using the powers given by their jewels in order to create Earth and defeat those who want to prevent it.
So they all go to Kusanagi, the ship in the center of God's land. They must gather the jewels in the key called Yatsufusa at Kusanagi's center, in order to create Earth.
(Source: AniDB)","Shin Hakkenden","anime","https://hummingbird.me/anime/shin-hakkenden","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/090/large/70701l.jpg?1434304776","Hana Saku Iroha","","1","66","None","[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Slice of Life'}]","4.06189975447737","","","Movie","2013-03-09","Finished Airing","Ohana has grown accustomed to living in the hot springs inn her grandmother manages, Kissuisou. One day, the daughter of a manager for Kissuisou's rival inn, Yuina, comes to Kissuisou for training to become a landlady herself. As Ohana is observing her training, she finds ""a certain item"" in the storeroom while cleaning.

(Source: ultimatemegax)","Hanasaku Iroha: Home Sweet Home","anime","https://hummingbird.me/anime/hanasaku-iroha-home-sweet-home","",""
"Hataraku Maou-sama!","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/314/large/ibkU85xzbY0g29.jpg?1420871133","Hataraku Maou-sama!","","13","24","2013-06-27","[{'name': 'Comedy'}, {'name': 'Fantasy'}, {'name': 'Romance'}, {'name': 'Demons'}]","4.10354947024731","","","TV","2013-04-04","Finished Airing","Devil King Sadao is only one step away from conquering the world when he is beaten by Hero Emilia and forced to drift to the other world: modern-day Tokyo. As ""conquering the world"" are the only skills the Devil King possessesâand are obviously unnecessary in his new situationâhe must work as a freeter to pay for his living expenses!","The Devil is a Part-Timer!","anime","https://hummingbird.me/anime/the-devil-is-a-part-timer","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/695/large/OGj2Kha.jpg?1420139055","Hellsing Ultimate","","10","50","2012-12-26","[{'name': 'Action'}, {'name': 'Supernatural'}, {'name': 'Horror'}, {'name': 'Vampire'}, {'name': 'Military'}]","4.3063625398608","","","OVA","2006-02-10","Finished Airing","Hellsing, a secret organization of the British government, has long been battling supernatural threats to keep the people safe from creatures of the night. The current leader, Integra Wingates Hellsing controls her own personal army to eliminate the undead beings, but even her highly trained soldiers pale in comparison to her most trusted vampire exterminator, a man by the name of Alucard, who is actually a powerful vampire himself. Along with Integra's mysterious butler and Alucard's new vampire minion, Seras Victoria, The Hellsing Organization must face not only regular ghouls and vampires, but a rivaling secret organization from the Vatican, and Millennium, an enigmatic group of madmen spawned by a certain war over 50 years ago...
A bloody battle between monsters is about to begin, the dead are dancing, and all hell is singing...","Hellsing Ultimate","anime","https://hummingbird.me/anime/hellsing-ultimate","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/001/802/large/1802.jpg?1408444960","Heroic Age","","26","23","2007-10-01","[{'name': 'Action'}, {'name': 'Sci-Fi'}, {'name': 'Military'}, {'name': 'Mecha'}]","3.70268824682565","","","TV","2007-04-02","Finished Airing","When the Golden Race invited other races to join them in the stars, three sentient races answered their call. The Goldens called them the Bronze, Silver and Heroic Tribes. Just before the Gold Tribe left to travel to another Universe, a fourth race appeared, traveling to the stars on their own accomplishments. The Golds named the human race the Iron Tribe. During the passing of time, humanity suffers at the hands of the more dominant races and is now facing extinction. Following a prophecy left by the Gold Tribe, Princess Deianeira sets out to search for the powerful being who might be able to save humankind. She meets a wild haired boy on an abandoned planet - a fateful encounter that will not only change the fortunes of Humanity, but also the fate of the universe.
(Source: AniDB)","Heroic Age","anime","https://hummingbird.me/anime/heroic-age","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/005/187/large/ifjfLWreDnNuC.jpg?1413946389","Highschool of the Dead","","12","24","2010-09-20","[{'name': 'Action'}, {'name': 'Supernatural'}, {'name': 'Horror'}, {'name': 'Ecchi'}]","3.61797038691323","","","TV","2010-07-05","Finished Airing","A mysterious, lethal disease is on the loose worldwide, resulting in a catastrophic death rate of humanity, and the increasing rise of attacks, caused by the living dead.

In Japan, several high school students and a school nurse have banded together to escape Fujimi High School shortly after it was attacked by zombies. The group now attempts to figure who or what was responsible for this plague, and in the meantime, attempt to survive the present apocalypse.

The story is initially narrated through the eyes of Takashi Komuro, one of the students who had survived in the initial outbreak.","High School of the Dead","anime","https://hummingbird.me/anime/high-school-of-the-dead","",""
"When They Cry","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/831/large/831.jpg?1416271677","Higurashi no Naku Koro ni","","26","24","2006-09-27","[{'name': 'Mystery'}, {'name': 'Supernatural'}, {'name': 'Horror'}, {'name': 'Psychological'}, {'name': 'Thriller'}]","4.05934962640979","","","TV","2006-04-05","Finished Airing","After moving into the quiet town of Hinamizawa, Maebara Keiichi spends his days blissfully in school often playing games with his local friends. However, appearances can be deceiving. One fateful day, Keiichi stumbles upon news of a murder that had occurred in Hinamizawa. From this point on, horrific events unfold in front of Keiichi, as he soon learns his close friends may not be all that they seem. Based on the amateur mystery game by 07th Expansion, the story is told in a series of different scenarios. ","Higurashi no Naku Koro ni","anime","https://hummingbird.me/anime/higurashi-no-naku-koro-ni","",""
"When They Cry Gratitude","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/003/170/large/3170.jpg?1408448966","Higurashi no Naku Koro ni Rei (OAV)","","5","30","2009-08-21","[{'name': 'Comedy'}, {'name': 'Mystery'}, {'name': 'Supernatural'}, {'name': 'Thriller'}]","3.65859487069116","","","OVA","2009-02-15","Finished Airing","The endless cycle of murders has been broken and Rika is finally able to settle down for a normal life with her friends. However, she is involved in a traffic accident and wakes up in a world where everything is different. A world where no one commited the sins that shaped them into the persons they are. It's up to Rika to discover the truth behind this world and whether or not it truly is perfect.","Higurashi no Naku Koro ni Rei","anime","https://hummingbird.me/anime/higurashi-no-naku-koro-ni-rei","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/008/578/large/tumblr_n43r86KcvE1tpq4h3o1_1280.jpg?1419084846","Hitsugi no Chaika","","1","23","None","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Comedy'}, {'name': 'Fantasy'}]","3.54265628403404","","","OVA","2015-03-10","Finished Airing","Unaired anime-original OVA bundled with 12th volume of the Hitsugi no Chaika novel.","Hitsugi no Chaika OVA","anime","https://hummingbird.me/anime/hitsugi-no-chaika-ova","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/005/375/large/5375.jpg?1408455233","Honey & Clover","","1","11","None","[{'name': 'Sci-Fi'}]","3.26720995270272","","","ONA","2010-04-01","Finished Airing","Small short to advertise the Tokyo Metropolitan area.","Honey Tokyo","anime","https://hummingbird.me/anime/honey-tokyo","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/003/899/large/6LKx9XF.jpg?1417624530","One Outs","","25","23","2009-04-01","[{'name': 'Sports'}, {'name': 'Psychological'}]","4.14385761496632","","","TV","2008-10-08","Finished Airing","The story begins when Hiromichi Kojima, the star batter of the fictional Lycaons in Japan's Pacific League, heads to the southern Japanese island of Okinawa to train and bring himself out of a slump. There, he meet TĹa Tokuchi, a 134-kmph (83 miles per hour) pitcher and the undisputed king of a gambling form of baseball called ""One Out."" At Kojima's urging, Tokuchi signs up with the Lycaons under an unusual contract: he gets 5,000,000 yen (about US$46,000) for every out he pitches, but loses 50,000,000 yen (US$460,000) for every point he gives up. 
(Source: ANN)","One Outs","anime","https://hummingbird.me/anime/one-outs","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/012/large/12.jpg?1416237214","One Piece","","None","24","None","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Fantasy'}, {'name': 'Super Power'}]","4.29262535857045","","","TV","1999-10-20","Currently Airing","Before he was executed, the legendary Pirate King Gold Roger revealed that he had hidden the treasure One Piece somewhere in the Grand Line. Now, many pirates are off looking for this legendary treasure to claim the title Pirate King. One pirate, Monkey D. Luffy, is a boy who had eaten the Devil's Fruit and gained rubber powers. Now he and his crew are off to find the One Piece, while battling enemies and making new friends along the way. (Source: ANN)","One Piece","anime","https://hummingbird.me/anime/one-piece","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/837/large/28289.6.jpg?1408462581","Outbreak Company","","12","24","2013-12-20","[{'name': 'Comedy'}, {'name': 'Fantasy'}, {'name': 'Parody'}]","3.75603943266793","","","TV","2013-10-04","Finished Airing","Having a light novel author father and an eroge illustrator mother, Kano Shinichi is a thoroughbred otaku. However he does not have any special power except for his broad knowledge, sharp insight, and impeccable instinct about ""MOE"" and its products, from manga to anime to games to light novel to figures. One day he found himself transported to a fantasy world where elves live and dragons fly. And he is given a taskânot to fight monster or embark on a quest, but to enhance cultural exchange by becoming a ""moe missionary"" in this fantasy world! He meets a palace guard who has a bit of fujoshi taste, a half-elf maid, and the empress who is a little girl. He comes up with the idea of building a school. At first it runs as a comedy but later there are serious matters that Shinichi needs to face: ethnic discrimination, social problems, conflict with neighboring countries, sabotage by opposition elements including Japanese government, etc. Can he overcome the obstacles, successfully bring ""moe"" culture to the fantasy world, and help the people there as well?","Outbreak Company","anime","https://hummingbird.me/anime/outbreak-company","",""
